id,nome,preco,taxa
1442,Eletronico 1442,114.43,0.19
1443,Eletronico 1443,2089.29,0.12
1444,Eletronico 1444,4730.07,0.09
1445,Eletronico 1445,2614.93,0.09
1446,Eletronico 1446,1825.25,0.11
1447,Eletronico 1447,4357.18,0.2
1448,Eletronico 1448,2038.87,0.17
1449,Eletronico 1449,428.25,0.06
1450,Eletronico 1450,4771.16,0.11
1451,Eletronico 1451,837.09,0.09
1452,Eletronico 1452,2955.09,0.1
1453,Eletronico 1453,2704.66,0.09
1454,Eletronico 1454,2919.13,0.1
1455,Eletronico 1455,1595.61,0.14
1456,Eletronico 1456,1621.91,0.11
1457,Eletronico 1457,4145.74,0.08
1458,Eletronico 1458,4124.26,0.08
1459,Eletronico 1459,1321.8,0.09
1460,Eletronico 1460,966.03,0.15
1461,Eletronico 1461,1315.82,0.06
1462,Eletronico 1462,3563.12,0.12
1463,Eletronico 1463,2267.28,0.13
1464,Eletronico 1464,1249.3,0.12
1465,Eletronico 1465,4340.34,0.15
1466,Eletronico 1466,2477.72,0.14
1467,Eletronico 1467,2817.52,0.11
1468,Eletronico 1468,3269.48,0.09
1469,Eletronico 1469,4552.06,0.12
1470,Eletronico 1470,900.28,0.17
1471,Eletronico 1471,454.93,0.08
1472,Eletronico 1472,1195.5,0.06
1473,Eletronico 1473,2707.47,0.14
1474,Eletronico 1474,3603.83,0.17
1475,Eletronico 1475,2814.24,0.09
1476,Eletronico 1476,2109.66,0.09
1477,Eletronico 1477,2036.86,0.19
1478,Eletronico 1478,155.1,0.11
1479,Eletronico 1479,1421.52,0.09
1480,Eletronico 1480,1411.77,0.16
1481,Eletronico 1481,4148.58,0.06
1482,Eletronico 1482,1456.31,0.19
1483,Eletronico 1483,2395.72,0.1
1484,Eletronico 1484,297.07,0.1
1485,Eletronico 1485,1611.68,0.18
1486,Eletronico 1486,100.43,0.18
1487,Eletronico 1487,1049.93,0.15
1488,Eletronico 1488,3472.2,0.07
1489,Eletronico 1489,1521.18,0.05
1490,Eletronico 1490,1809.12,0.17
1491,Eletronico 1491,204.09,0.18
1492,Eletronico 1492,4428.78,0.15
1493,Eletronico 1493,4807.49,0.11
1494,Eletronico 1494,2242.91,0.17
1495,Eletronico 1495,2389.29,0.06
1496,Eletronico 1496,2377.95,0.12
1497,Eletronico 1497,100.54,0.16
1498,Eletronico 1498,1765.54,0.08
1499,Eletronico 1499,2364.97,0.14
1500,Eletronico 1500,2393.8,0.15
1501,Eletronico 1501,1517.28,0.15
1502,Eletronico 1502,4254.87,0.1
1503,Eletronico 1503,3200.18,0.19
1504,Eletronico 1504,1608.96,0.1
1505,Eletronico 1505,3001.14,0.19
1506,Eletronico 1506,4690.64,0.18
1507,Eletronico 1507,3534.06,0.15
1508,Eletronico 1508,3483.96,0.1
1509,Eletronico 1509,2190.02,0.19
1510,Eletronico 1510,991.97,0.12
1511,Eletronico 1511,1022.59,0.05
1512,Eletronico 1512,2910.7,0.14
1513,Eletronico 1513,3848.43,0.15
1514,Eletronico 1514,1869.45,0.08
1515,Eletronico 1515,2294.87,0.12
1516,Eletronico 1516,417.26,0.06
1517,Eletronico 1517,3967.78,0.14
1518,Eletronico 1518,19.77,0.15
1519,Eletronico 1519,112.69,0.07
1520,Eletronico 1520,2638.6,0.19
1521,Eletronico 1521,1486.87,0.06
1522,Eletronico 1522,2736.63,0.06
1523,Eletronico 1523,1914.39,0.07
1524,Eletronico 1524,4402.14,0.14
1525,Eletronico 1525,2284.7,0.08
1526,Eletronico 1526,3125.65,0.2
1527,Eletronico 1527,3700.76,0.18
1528,Eletronico 1528,554.44,0.09
1529,Eletronico 1529,2659.59,0.06
1530,Eletronico 1530,3516.23,0.11
1531,Eletronico 1531,2928.48,0.07
1532,Eletronico 1532,3150.27,0.12
1533,Eletronico 1533,4963.34,0.05
1534,Eletronico 1534,4400.73,0.05
1535,Eletronico 1535,1487.18,0.19
1536,Eletronico 1536,4992.61,0.1
1537,Eletronico 1537,4474.78,0.18
1538,Eletronico 1538,2835.02,0.13
1539,Eletronico 1539,3811.35,0.11
1540,Eletronico 1540,534.49,0.12
1541,Eletronico 1541,772.1,0.18
1542,Eletronico 1542,598.07,0.08
1543,Eletronico 1543,3212.21,0.1
1544,Eletronico 1544,4312.04,0.15
1545,Eletronico 1545,222.93,0.15
1546,Eletronico 1546,4950.07,0.05
1547,Eletronico 1547,3231.63,0.16
1548,Eletronico 1548,1509.55,0.07
1549,Eletronico 1549,1294.45,0.07
1550,Eletronico 1550,2515.82,0.08
1551,Eletronico 1551,2409.16,0.09
1552,Eletronico 1552,503.52,0.12
1553,Eletronico 1553,735.65,0.16
1554,Eletronico 1554,4639.48,0.18
1555,Eletronico 1555,4816.71,0.07
1556,Eletronico 1556,2275.04,0.17
1557,Eletronico 1557,4308.31,0.17
1558,Eletronico 1558,3742.9,0.13
1559,Eletronico 1559,4379.13,0.16
1560,Eletronico 1560,827.81,0.13
1561,Eletronico 1561,3702.36,0.15
1562,Eletronico 1562,1661.37,0.05
1563,Eletronico 1563,579.97,0.1
1564,Eletronico 1564,689.28,0.18
1565,Eletronico 1565,4498.23,0.1
1566,Eletronico 1566,1803.25,0.08
1567,Eletronico 1567,3126.56,0.05
1568,Eletronico 1568,3689.89,0.13
1569,Eletronico 1569,715.7,0.14
1570,Eletronico 1570,2341.44,0.18
1571,Eletronico 1571,2757.12,0.17
1572,Eletronico 1572,1197.35,0.18
1573,Eletronico 1573,2798.74,0.12
1574,Eletronico 1574,3416.27,0.12
1575,Eletronico 1575,3288.26,0.18
1576,Eletronico 1576,498.45,0.15
1577,Eletronico 1577,4688.98,0.15
1578,Eletronico 1578,4565.15,0.19
1579,Eletronico 1579,4863.42,0.19
1580,Eletronico 1580,2092.09,0.06
1581,Eletronico 1581,2688.72,0.09
1582,Eletronico 1582,3597.13,0.18
1583,Eletronico 1583,4262.09,0.07
1584,Eletronico 1584,3603.76,0.06
1585,Eletronico 1585,3936.28,0.13
1586,Eletronico 1586,4298.38,0.14
1587,Eletronico 1587,3857.93,0.07
1588,Eletronico 1588,2028.17,0.08
1589,Eletronico 1589,1626.81,0.19
1590,Eletronico 1590,1345.53,0.1
1591,Eletronico 1591,1849.02,0.13
1592,Eletronico 1592,2581.36,0.06
1593,Eletronico 1593,580.91,0.08
1594,Eletronico 1594,3349.36,0.06
1595,Eletronico 1595,194.74,0.15
1596,Eletronico 1596,974.18,0.07
1597,Eletronico 1597,1263.17,0.14
1598,Eletronico 1598,2733.96,0.12
1599,Eletronico 1599,2690.46,0.05
1600,Eletronico 1600,3256.26,0.08
1601,Eletronico 1601,3523.13,0.13
1602,Eletronico 1602,939.75,0.15
1603,Eletronico 1603,2243.24,0.1
1604,Eletronico 1604,1837.91,0.11
1605,Eletronico 1605,3470.81,0.06
1606,Eletronico 1606,2187.29,0.15
1607,Eletronico 1607,1768.46,0.12
1608,Eletronico 1608,4011.55,0.08
1609,Eletronico 1609,1054.67,0.19
1610,Eletronico 1610,2228.7,0.15
1611,Eletronico 1611,1830.27,0.14
1612,Eletronico 1612,3389.76,0.14
1613,Eletronico 1613,1831.77,0.09
1614,Eletronico 1614,380.4,0.08
1615,Eletronico 1615,986.06,0.19
1616,Eletronico 1616,3786.69,0.11
1617,Eletronico 1617,4487.92,0.06
1618,Eletronico 1618,2313.19,0.15
1619,Eletronico 1619,4962.14,0.15
1620,Eletronico 1620,1159.67,0.16
1621,Eletronico 1621,168.74,0.19
1622,Eletronico 1622,4574.7,0.11
1623,Eletronico 1623,3513.95,0.09
1624,Eletronico 1624,1682.43,0.09
1625,Eletronico 1625,2668.54,0.16
1626,Eletronico 1626,1172.32,0.09
1627,Eletronico 1627,28.72,0.14
1628,Eletronico 1628,4450.67,0.09
1629,Eletronico 1629,4098.42,0.12
1630,Eletronico 1630,3442.78,0.17
1631,Eletronico 1631,2929.17,0.06
1632,Eletronico 1632,1877.07,0.1
1633,Eletronico 1633,500.98,0.13
1634,Eletronico 1634,1404.31,0.07
1635,Eletronico 1635,3752.15,0.15
1636,Eletronico 1636,2808.74,0.16
1637,Eletronico 1637,1351.14,0.14
1638,Eletronico 1638,70.86,0.06
1639,Eletronico 1639,3858.2,0.1
1640,Eletronico 1640,1143.58,0.19
1641,Eletronico 1641,1752.0,0.11
1642,Eletronico 1642,4905.82,0.18
1643,Eletronico 1643,463.26,0.05
1644,Eletronico 1644,3727.36,0.12
1645,Eletronico 1645,859.9,0.07
1646,Eletronico 1646,4134.74,0.16
1647,Eletronico 1647,3180.88,0.08
1648,Eletronico 1648,4824.68,0.11
1649,Eletronico 1649,2969.87,0.15
1650,Eletronico 1650,2965.45,0.12
1651,Eletronico 1651,1674.34,0.07
1652,Eletronico 1652,3317.14,0.18
1653,Eletronico 1653,880.53,0.05
1654,Eletronico 1654,1148.65,0.13
1655,Eletronico 1655,1379.14,0.17
1656,Eletronico 1656,2493.76,0.2
1657,Eletronico 1657,1527.09,0.13
1658,Eletronico 1658,4018.96,0.09
1659,Eletronico 1659,580.84,0.17
1660,Eletronico 1660,4181.39,0.09
1661,Eletronico 1661,1382.36,0.09
1662,Eletronico 1662,2372.01,0.1
1663,Eletronico 1663,1640.64,0.08
1664,Eletronico 1664,223.38,0.15
1665,Eletronico 1665,4632.52,0.09
1666,Eletronico 1666,2141.36,0.11
1667,Eletronico 1667,4326.78,0.19
1668,Eletronico 1668,1807.85,0.19
1669,Eletronico 1669,3900.02,0.15
1670,Eletronico 1670,2808.71,0.08
1671,Eletronico 1671,1478.51,0.2
1672,Eletronico 1672,1239.74,0.19
1673,Eletronico 1673,2421.72,0.08
1674,Eletronico 1674,1002.9,0.1
1675,Eletronico 1675,4336.26,0.15
1676,Eletronico 1676,3309.8,0.19
1677,Eletronico 1677,19.15,0.09
1678,Eletronico 1678,3494.09,0.13
1679,Eletronico 1679,4537.27,0.05
1680,Eletronico 1680,983.69,0.08
1681,Eletronico 1681,4819.36,0.08
1682,Eletronico 1682,4952.51,0.09
1683,Eletronico 1683,1085.01,0.11
1684,Eletronico 1684,1570.31,0.13
1685,Eletronico 1685,2796.49,0.17
1686,Eletronico 1686,4369.44,0.11
1687,Eletronico 1687,121.83,0.06
1688,Eletronico 1688,4374.17,0.08
1689,Eletronico 1689,24.63,0.13
1690,Eletronico 1690,74.85,0.2
1691,Eletronico 1691,804.39,0.08
1692,Eletronico 1692,47.3,0.07
1693,Eletronico 1693,2883.06,0.15
1694,Eletronico 1694,2928.63,0.14
1695,Eletronico 1695,2731.4,0.1
1696,Eletronico 1696,2210.4,0.18
1697,Eletronico 1697,1941.82,0.19
1698,Eletronico 1698,2754.8,0.05
1699,Eletronico 1699,247.97,0.1
1700,Eletronico 1700,2737.21,0.13
1701,Eletronico 1701,4963.47,0.09
1702,Eletronico 1702,3074.14,0.13
1703,Eletronico 1703,4397.88,0.06
1704,Eletronico 1704,906.15,0.1
1705,Eletronico 1705,40.2,0.08
1706,Eletronico 1706,1689.4,0.06
1707,Eletronico 1707,3183.31,0.09
1708,Eletronico 1708,2777.23,0.06
1709,Eletronico 1709,1251.01,0.18
1710,Eletronico 1710,1139.35,0.17
1711,Eletronico 1711,4095.1,0.18
1712,Eletronico 1712,4193.57,0.1
1713,Eletronico 1713,2827.05,0.05
1714,Eletronico 1714,4028.03,0.05
1715,Eletronico 1715,1945.97,0.07
1716,Eletronico 1716,810.21,0.05
1717,Eletronico 1717,4453.03,0.08
1718,Eletronico 1718,2658.98,0.1
1719,Eletronico 1719,4255.46,0.16
1720,Eletronico 1720,340.06,0.11
1721,Eletronico 1721,3921.82,0.13
1722,Eletronico 1722,1715.95,0.11
1723,Eletronico 1723,2143.11,0.06
1724,Eletronico 1724,4787.71,0.09
1725,Eletronico 1725,1863.17,0.16
1726,Eletronico 1726,3585.57,0.11
1727,Eletronico 1727,3143.56,0.08
1728,Eletronico 1728,3763.79,0.11
1729,Eletronico 1729,3625.05,0.08
1730,Eletronico 1730,2511.91,0.19
1731,Eletronico 1731,3684.18,0.12
1732,Eletronico 1732,2670.19,0.19
1733,Eletronico 1733,1575.83,0.1
1734,Eletronico 1734,1467.32,0.08
1735,Eletronico 1735,3957.54,0.14
1736,Eletronico 1736,2889.25,0.18
1737,Eletronico 1737,495.01,0.09
1738,Eletronico 1738,535.78,0.12
1739,Eletronico 1739,4247.17,0.15
1740,Eletronico 1740,1988.15,0.1
1741,Eletronico 1741,583.41,0.12
1742,Eletronico 1742,4732.92,0.06
1743,Eletronico 1743,1952.46,0.17
1744,Eletronico 1744,990.9,0.08
1745,Eletronico 1745,2960.01,0.1
1746,Eletronico 1746,4581.24,0.14
1747,Eletronico 1747,3130.78,0.12
1748,Eletronico 1748,3907.9,0.13
1749,Eletronico 1749,4578.65,0.1
1750,Eletronico 1750,3629.97,0.08
1751,Eletronico 1751,4512.87,0.16
1752,Eletronico 1752,4123.34,0.08
1753,Eletronico 1753,3817.16,0.18
1754,Eletronico 1754,3820.59,0.08
1755,Eletronico 1755,4901.86,0.09
1756,Eletronico 1756,3325.63,0.1
1757,Eletronico 1757,1330.89,0.17
1758,Eletronico 1758,3446.24,0.14
1759,Eletronico 1759,3628.48,0.09
1760,Eletronico 1760,518.87,0.07
1761,Eletronico 1761,2825.38,0.11
1762,Eletronico 1762,1945.0,0.06
1763,Eletronico 1763,4150.56,0.2
1764,Eletronico 1764,2194.9,0.19
1765,Eletronico 1765,2072.86,0.09
1766,Eletronico 1766,142.5,0.15
1767,Eletronico 1767,1762.81,0.11
1768,Eletronico 1768,4881.27,0.13
1769,Eletronico 1769,2843.99,0.1
1770,Eletronico 1770,2371.54,0.15
1771,Eletronico 1771,2559.08,0.09
1772,Eletronico 1772,1605.87,0.12
1773,Eletronico 1773,3669.82,0.11
1774,Eletronico 1774,341.35,0.08
1775,Eletronico 1775,1115.55,0.13
1776,Eletronico 1776,1595.72,0.17
1777,Eletronico 1777,1411.65,0.19
1778,Eletronico 1778,114.57,0.17
1779,Eletronico 1779,1707.37,0.2
1780,Eletronico 1780,2463.81,0.17
1781,Eletronico 1781,3326.64,0.11
1782,Eletronico 1782,1153.47,0.14
1783,Eletronico 1783,2735.27,0.17
1784,Eletronico 1784,3819.6,0.07
1785,Eletronico 1785,850.71,0.08
1786,Eletronico 1786,527.77,0.1
1787,Eletronico 1787,82.55,0.11
1788,Eletronico 1788,4454.73,0.06
1789,Eletronico 1789,4884.51,0.09
1790,Eletronico 1790,3228.35,0.07
1791,Eletronico 1791,516.62,0.2
1792,Eletronico 1792,4142.79,0.19
1793,Eletronico 1793,2176.55,0.18
1794,Eletronico 1794,3994.19,0.11
1795,Eletronico 1795,3882.35,0.1
1796,Eletronico 1796,4247.47,0.09
1797,Eletronico 1797,4350.03,0.16
1798,Eletronico 1798,4643.36,0.09
1799,Eletronico 1799,4723.28,0.09
1800,Eletronico 1800,1573.96,0.08
1801,Eletronico 1801,1196.39,0.1
1802,Eletronico 1802,2632.79,0.09
1803,Eletronico 1803,4493.02,0.19
1804,Eletronico 1804,1221.45,0.14
1805,Eletronico 1805,4117.53,0.19
1806,Eletronico 1806,2867.57,0.14
1807,Eletronico 1807,567.9,0.15
1808,Eletronico 1808,50.27,0.13
1809,Eletronico 1809,3987.28,0.18
1810,Eletronico 1810,331.26,0.16
1811,Eletronico 1811,3538.33,0.07
1812,Eletronico 1812,2315.53,0.14
1813,Eletronico 1813,2238.48,0.11
1814,Eletronico 1814,758.99,0.08
1815,Eletronico 1815,1576.15,0.11
1816,Eletronico 1816,1802.39,0.18
1817,Eletronico 1817,861.44,0.2
1818,Eletronico 1818,4440.87,0.19
1819,Eletronico 1819,4599.5,0.06
1820,Eletronico 1820,4288.52,0.11
1821,Eletronico 1821,3379.69,0.16
1822,Eletronico 1822,3425.05,0.19
1823,Eletronico 1823,4866.61,0.13
1824,Eletronico 1824,3003.88,0.15
1825,Eletronico 1825,4634.21,0.19
1826,Eletronico 1826,3756.39,0.1
1827,Eletronico 1827,2374.99,0.08
1828,Eletronico 1828,4109.68,0.1
1829,Eletronico 1829,2522.66,0.19
1830,Eletronico 1830,1619.08,0.13
1831,Eletronico 1831,4858.6,0.16
1832,Eletronico 1832,3415.53,0.11
1833,Eletronico 1833,1483.49,0.16
1834,Eletronico 1834,606.56,0.17
1835,Eletronico 1835,3484.38,0.18
1836,Eletronico 1836,1271.46,0.15
1837,Eletronico 1837,4938.39,0.14
1838,Eletronico 1838,3717.72,0.14
1839,Eletronico 1839,4397.44,0.05
1840,Eletronico 1840,1793.54,0.08
1841,Eletronico 1841,3694.2,0.15
1842,Eletronico 1842,3105.84,0.11
1843,Eletronico 1843,359.97,0.07
1844,Eletronico 1844,3962.75,0.16
1845,Eletronico 1845,2758.06,0.06
1846,Eletronico 1846,3006.08,0.14
1847,Eletronico 1847,3831.16,0.19
1848,Eletronico 1848,1490.47,0.15
1849,Eletronico 1849,4788.66,0.12
1850,Eletronico 1850,1862.56,0.11
1851,Eletronico 1851,4129.1,0.18
1852,Eletronico 1852,2166.76,0.11
1853,Eletronico 1853,1956.84,0.13
1854,Eletronico 1854,3082.51,0.18
1855,Eletronico 1855,831.17,0.13
1856,Eletronico 1856,4698.21,0.19
1857,Eletronico 1857,2949.24,0.16
1858,Eletronico 1858,550.51,0.11
1859,Eletronico 1859,4903.58,0.13
1860,Eletronico 1860,3573.31,0.06
1861,Eletronico 1861,3331.09,0.16
1862,Eletronico 1862,3851.75,0.09
1863,Eletronico 1863,4695.8,0.07
1864,Eletronico 1864,214.94,0.13
1865,Eletronico 1865,4479.13,0.17
1866,Eletronico 1866,1791.98,0.17
1867,Eletronico 1867,4736.95,0.13
1868,Eletronico 1868,1697.0,0.18
1869,Eletronico 1869,2734.81,0.1
1870,Eletronico 1870,4784.73,0.11
1871,Eletronico 1871,601.43,0.18
1872,Eletronico 1872,1449.77,0.06
1873,Eletronico 1873,578.52,0.19
1874,Eletronico 1874,719.52,0.19
1875,Eletronico 1875,2231.73,0.19
1876,Eletronico 1876,3894.34,0.19
1877,Eletronico 1877,3843.35,0.13
1878,Eletronico 1878,4535.04,0.07
1879,Eletronico 1879,2894.04,0.14
1880,Eletronico 1880,3092.13,0.11
1881,Eletronico 1881,4582.45,0.19
1882,Eletronico 1882,150.06,0.12
1883,Eletronico 1883,1487.52,0.05
1884,Eletronico 1884,4421.2,0.13
1885,Eletronico 1885,2370.47,0.13
1886,Eletronico 1886,1170.66,0.1
1887,Eletronico 1887,388.67,0.09
1888,Eletronico 1888,1836.97,0.17
1889,Eletronico 1889,3425.78,0.12
1890,Eletronico 1890,1624.58,0.19
1891,Eletronico 1891,2978.9,0.18
1892,Eletronico 1892,1249.57,0.2
1893,Eletronico 1893,2690.49,0.11
1894,Eletronico 1894,3873.98,0.14
1895,Eletronico 1895,2915.9,0.08
1896,Eletronico 1896,4235.89,0.12
1897,Eletronico 1897,1921.04,0.19
1898,Eletronico 1898,3902.99,0.15
1899,Eletronico 1899,4383.26,0.13
1900,Eletronico 1900,4868.45,0.15
1901,Eletronico 1901,1299.08,0.08
1902,Eletronico 1902,4288.05,0.14
1903,Eletronico 1903,890.7,0.08
1904,Eletronico 1904,4508.03,0.12
1905,Eletronico 1905,715.14,0.14
1906,Eletronico 1906,4282.98,0.2
1907,Eletronico 1907,1216.64,0.14
1908,Eletronico 1908,1241.29,0.14
1909,Eletronico 1909,2896.66,0.12
1910,Eletronico 1910,3141.93,0.15
1911,Eletronico 1911,2672.76,0.07
1912,Eletronico 1912,3880.55,0.1
1913,Eletronico 1913,2049.79,0.06
1914,Eletronico 1914,1869.28,0.19
1915,Eletronico 1915,48.42,0.13
1916,Eletronico 1916,4867.86,0.12
1917,Eletronico 1917,2346.57,0.18
1918,Eletronico 1918,2682.75,0.12
1919,Eletronico 1919,4389.94,0.06
1920,Eletronico 1920,4660.69,0.1
1921,Eletronico 1921,1579.58,0.18
1922,Eletronico 1922,1930.21,0.05
1923,Eletronico 1923,3214.76,0.06
1924,Eletronico 1924,3873.36,0.06
1925,Eletronico 1925,2727.84,0.2
1926,Eletronico 1926,3737.19,0.14
1927,Eletronico 1927,4923.01,0.15
1928,Eletronico 1928,4479.35,0.06
1929,Eletronico 1929,457.24,0.09
1930,Eletronico 1930,3627.62,0.1
1931,Eletronico 1931,1843.97,0.17
1932,Eletronico 1932,1456.06,0.19
1933,Eletronico 1933,1223.42,0.11
1934,Eletronico 1934,2276.05,0.16
1935,Eletronico 1935,1348.52,0.18
1936,Eletronico 1936,4213.35,0.08
1937,Eletronico 1937,4135.2,0.2
1938,Eletronico 1938,4044.11,0.17
1939,Eletronico 1939,1109.51,0.2
1940,Eletronico 1940,4731.23,0.09
1941,Eletronico 1941,3583.57,0.15
1942,Eletronico 1942,2227.63,0.08
1943,Eletronico 1943,1548.6,0.07
1944,Eletronico 1944,4100.25,0.15
1945,Eletronico 1945,2387.32,0.1
1946,Eletronico 1946,3100.17,0.09
1947,Eletronico 1947,2024.62,0.11
1948,Eletronico 1948,3322.26,0.1
1949,Eletronico 1949,2914.47,0.13
1950,Eletronico 1950,2226.31,0.17
1951,Eletronico 1951,2370.46,0.12
1952,Eletronico 1952,1799.71,0.08
1953,Eletronico 1953,3494.41,0.06
1954,Eletronico 1954,2387.14,0.1
1955,Eletronico 1955,1706.19,0.13
1956,Eletronico 1956,871.07,0.06
1957,Eletronico 1957,1386.14,0.16
1958,Eletronico 1958,4912.45,0.06
1959,Eletronico 1959,4464.71,0.13
1960,Eletronico 1960,3830.66,0.19
1961,Eletronico 1961,2175.08,0.05
1962,Eletronico 1962,1613.82,0.15
1963,Eletronico 1963,4078.22,0.07
1964,Eletronico 1964,886.98,0.11
1965,Eletronico 1965,4448.97,0.18
1966,Eletronico 1966,4228.14,0.05
1967,Eletronico 1967,1855.27,0.13
1968,Eletronico 1968,3014.4,0.08
1969,Eletronico 1969,1754.37,0.18
1970,Eletronico 1970,3927.88,0.14
1971,Eletronico 1971,401.19,0.11
1972,Eletronico 1972,3415.34,0.06
1973,Eletronico 1973,4414.83,0.09
1974,Eletronico 1974,4776.59,0.06
1975,Eletronico 1975,3290.69,0.13
1976,Eletronico 1976,2153.89,0.12
1977,Eletronico 1977,556.97,0.06
1978,Eletronico 1978,2785.62,0.13
1979,Eletronico 1979,4413.58,0.07
1980,Eletronico 1980,1714.83,0.07
1981,Eletronico 1981,2160.15,0.17
1982,Eletronico 1982,1527.26,0.13
1983,Eletronico 1983,4240.45,0.09
1984,Eletronico 1984,1511.47,0.14
1985,Eletronico 1985,2889.62,0.17
1986,Eletronico 1986,2647.29,0.12
1987,Eletronico 1987,1682.83,0.15
1988,Eletronico 1988,2118.85,0.19
1989,Eletronico 1989,2457.23,0.1
1990,Eletronico 1990,3141.83,0.05
1991,Eletronico 1991,1852.04,0.06
1992,Eletronico 1992,524.04,0.07
1993,Eletronico 1993,4872.44,0.18
1994,Eletronico 1994,4824.48,0.13
1995,Eletronico 1995,2889.2,0.19
1996,Eletronico 1996,1900.18,0.1
1997,Eletronico 1997,2103.05,0.17
1998,Eletronico 1998,2586.32,0.12
1999,Eletronico 1999,926.15,0.15
2000,Eletronico 2000,3142.89,0.11
2001,Eletronico 2001,473.59,0.17
2002,Eletronico 2002,1524.51,0.07
2003,Eletronico 2003,619.24,0.19
2004,Eletronico 2004,1109.33,0.13
2005,Eletronico 2005,2972.56,0.13
2006,Eletronico 2006,4901.76,0.07
2007,Eletronico 2007,2695.86,0.07
2008,Eletronico 2008,2752.16,0.16
2009,Eletronico 2009,4722.13,0.08
2010,Eletronico 2010,3160.33,0.11
2011,Eletronico 2011,1775.58,0.17
2012,Eletronico 2012,1876.28,0.18
2013,Eletronico 2013,101.24,0.12
2014,Eletronico 2014,4445.1,0.18
2015,Eletronico 2015,1193.13,0.14
2016,Eletronico 2016,3477.8,0.07
2017,Eletronico 2017,1320.39,0.13
2018,Eletronico 2018,4857.18,0.19
2019,Eletronico 2019,4686.33,0.05
2020,Eletronico 2020,88.43,0.07
2021,Eletronico 2021,3830.69,0.17
2022,Eletronico 2022,4140.3,0.14
2023,Eletronico 2023,878.34,0.19
2024,Eletronico 2024,4188.02,0.11
2025,Eletronico 2025,1074.42,0.1
2026,Eletronico 2026,4681.41,0.07
2027,Eletronico 2027,4666.33,0.2
2028,Eletronico 2028,4909.02,0.08
2029,Eletronico 2029,2293.94,0.07
2030,Eletronico 2030,3325.01,0.06
2031,Eletronico 2031,1297.22,0.1
2032,Eletronico 2032,540.92,0.11
2033,Eletronico 2033,636.87,0.15
2034,Eletronico 2034,2042.12,0.09
2035,Eletronico 2035,464.9,0.17
2036,Eletronico 2036,683.92,0.14
2037,Eletronico 2037,2367.44,0.15
2038,Eletronico 2038,268.8,0.16
2039,Eletronico 2039,1670.38,0.09
2040,Eletronico 2040,2350.86,0.12
2041,Eletronico 2041,1847.35,0.1
2042,Eletronico 2042,4687.41,0.08
2043,Eletronico 2043,1402.67,0.06
2044,Eletronico 2044,1343.07,0.17
2045,Eletronico 2045,4845.24,0.07
2046,Eletronico 2046,1238.3,0.07
2047,Eletronico 2047,545.37,0.11
2048,Eletronico 2048,3627.61,0.19
2049,Eletronico 2049,3111.05,0.15
2050,Eletronico 2050,4558.7,0.17
2051,Eletronico 2051,4374.01,0.1
2052,Eletronico 2052,2643.53,0.09
2053,Eletronico 2053,3814.44,0.18
2054,Eletronico 2054,3357.32,0.06
2055,Eletronico 2055,4945.29,0.06
2056,Eletronico 2056,995.78,0.06
2057,Eletronico 2057,621.29,0.13
2058,Eletronico 2058,2617.84,0.16
2059,Eletronico 2059,296.22,0.12
2060,Eletronico 2060,3923.07,0.13
2061,Eletronico 2061,4953.31,0.2
2062,Eletronico 2062,271.08,0.06
2063,Eletronico 2063,4206.83,0.08
2064,Eletronico 2064,4519.29,0.08
2065,Eletronico 2065,4349.32,0.1
2066,Eletronico 2066,1341.05,0.19
2067,Eletronico 2067,3935.18,0.08
2068,Eletronico 2068,1383.94,0.12
2069,Eletronico 2069,4541.38,0.08
2070,Eletronico 2070,178.88,0.12
2071,Eletronico 2071,1623.68,0.15
2072,Eletronico 2072,197.19,0.15
2073,Eletronico 2073,3034.34,0.08
2074,Eletronico 2074,4757.57,0.19
2075,Eletronico 2075,2981.35,0.12
2076,Eletronico 2076,3811.86,0.06
2077,Eletronico 2077,4016.64,0.17
2078,Eletronico 2078,2294.55,0.16
2079,Eletronico 2079,2115.88,0.09
2080,Eletronico 2080,2939.12,0.19
2081,Eletronico 2081,2737.0,0.06
2082,Eletronico 2082,4156.88,0.14
2083,Eletronico 2083,3216.34,0.18
2084,Eletronico 2084,3248.3,0.07
2085,Eletronico 2085,713.4,0.18
2086,Eletronico 2086,1208.48,0.13
2087,Eletronico 2087,4790.25,0.19
2088,Eletronico 2088,4661.87,0.19
2089,Eletronico 2089,3679.35,0.06
2090,Eletronico 2090,4199.3,0.06
2091,Eletronico 2091,2284.27,0.19
2092,Eletronico 2092,2428.25,0.15
2093,Eletronico 2093,4142.7,0.05
2094,Eletronico 2094,1279.82,0.1
2095,Eletronico 2095,259.0,0.1
2096,Eletronico 2096,2266.0,0.05
2097,Eletronico 2097,4452.95,0.08
2098,Eletronico 2098,4657.68,0.18
2099,Eletronico 2099,4197.64,0.13
2100,Eletronico 2100,1821.74,0.11
2101,Eletronico 2101,4484.19,0.05
2102,Eletronico 2102,1966.34,0.2
2103,Eletronico 2103,859.26,0.2
2104,Eletronico 2104,1538.98,0.19
2105,Eletronico 2105,2160.1,0.14
2106,Eletronico 2106,4132.84,0.06
2107,Eletronico 2107,3722.77,0.1
2108,Eletronico 2108,3255.63,0.09
2109,Eletronico 2109,3472.98,0.12
2110,Eletronico 2110,2989.7,0.08
2111,Eletronico 2111,3316.45,0.06
2112,Eletronico 2112,2813.45,0.14
