id,titulo,isbn,preco
2556,Livro 2556,6899641138439,488.99
2557,Livro 2557,2998328416555,3274.38
2558,Livro 2558,5667249330139,924.37
2559,Livro 2559,3570291381824,990.88
2560,Livro 2560,2015054218862,1892.87
2561,Livro 2561,6745959013305,4729.57
2562,Livro 2562,9845632413560,4208.01
2563,Livro 2563,1469934626044,2227.72
2564,Livro 2564,4145011341356,290.63
2565,Livro 2565,8964088257569,1940.68
2566,Livro 2566,6792203978178,4924.38
2567,Livro 2567,3013875170641,2696.83
2568,Livro 2568,8093286256845,4247.62
2569,Livro 2569,0741497396493,4113.06
2570,Livro 2570,5028731504240,3060.48
2571,Livro 2571,0274430055675,91.79
2572,Livro 2572,6599043773320,1994.09
2573,Livro 2573,1023912878191,432.27
2574,Livro 2574,4783212925794,1795.47
2575,Livro 2575,1568149081782,1670.37
2576,Livro 2576,9674645096057,4524.16
2577,Livro 2577,2509923076239,4018.68
2578,Livro 2578,7591632916602,3488.35
2579,Livro 2579,2193592081916,1528.3
2580,Livro 2580,7371745989334,67.26
2581,Livro 2581,5671794746542,3120.4
2582,Livro 2582,3812235936620,112.97
2583,Livro 2583,9816826367065,1023.55
2584,Livro 2584,6962567072324,862.29
2585,Livro 2585,2250489369564,2575.96
2586,Livro 2586,5254831505252,2226.76
2587,Livro 2587,6875559703238,4363.52
2588,Livro 2588,3290871379375,4754.77
2589,Livro 2589,6476899308224,2126.68
2590,Livro 2590,7359692256227,736.63
2591,Livro 2591,9825912246586,1095.18
2592,Livro 2592,2984879878335,3526.85
2593,Livro 2593,7511041706373,1091.79
2594,Livro 2594,6545635647582,2634.33
2595,Livro 2595,4371101194611,3365.46
2596,Livro 2596,2883549148106,1780.24
2597,Livro 2597,5204556973111,1079.68
2598,Livro 2598,7402928108987,1078.18
2599,Livro 2599,5154696147785,4828.78
2600,Livro 2600,5234012953058,368.1
2601,Livro 2601,1043855632648,1597.2
2602,Livro 2602,6014375850070,335.66
2603,Livro 2603,7741660439243,2868.92
2604,Livro 2604,8991459649286,4883.87
2605,Livro 2605,8498096505350,4674.39
2606,Livro 2606,8718703146634,1921.24
2607,Livro 2607,3614688180634,3015.14
2608,Livro 2608,5491881015992,934.75
2609,Livro 2609,6615638265204,1229.6
2610,Livro 2610,4194901654564,858.65
2611,Livro 2611,5986666092275,4151.44
2612,Livro 2612,3171904870410,3084.8
2613,Livro 2613,4800659949050,2659.79
2614,Livro 2614,8015629288935,1620.72
2615,Livro 2615,8151257246034,3352.43
2616,Livro 2616,4481119318895,4103.62
2617,Livro 2617,2395480743277,2689.55
2618,Livro 2618,4244008177118,1756.7
2619,Livro 2619,3463268531673,1064.24
2620,Livro 2620,2140433141613,143.82
2621,Livro 2621,4077955085235,3970.57
2622,Livro 2622,2552401888761,2231.19
2623,Livro 2623,3071673019840,1898.34
2624,Livro 2624,8193782652101,971.72
2625,Livro 2625,3355550248799,1514.94
2626,Livro 2626,2552914762116,1474.78
2627,Livro 2627,6926888607740,2368.6
2628,Livro 2628,4647450125039,1521.17
2629,Livro 2629,4397556329367,2186.06
2630,Livro 2630,2812932052078,1771.28
2631,Livro 2631,9048285287722,4001.26
2632,Livro 2632,2957273492178,3301.53
2633,Livro 2633,0704393567635,4670.83
2634,Livro 2634,3030737939044,3931.2
2635,Livro 2635,1268075644555,1487.37
2636,Livro 2636,6032130933714,4375.99
2637,Livro 2637,9215485191285,1787.66
2638,Livro 2638,4459565933218,618.05
2639,Livro 2639,5481660803736,983.72
2640,Livro 2640,7785351208777,2891.22
2641,Livro 2641,3542155970908,623.73
2642,Livro 2642,1519617918663,723.6
2643,Livro 2643,3818118186407,645.18
2644,Livro 2644,1687335911574,3664.57
2645,Livro 2645,4083702814268,1634.56
2646,Livro 2646,2442853993421,645.49
2647,Livro 2647,2729831689753,1470.56
2648,Livro 2648,2189763010484,4917.7
2649,Livro 2649,7416998785594,4501.72
2650,Livro 2650,8835758742603,3489.17
2651,Livro 2651,6688674389602,363.45
2652,Livro 2652,6390848171801,1034.51
2653,Livro 2653,1812346787133,3817.61
2654,Livro 2654,7457645814333,2435.86
2655,Livro 2655,8491219747257,2706.51
2656,Livro 2656,0211825122793,3659.3
2657,Livro 2657,7814173016059,3688.45
2658,Livro 2658,6586687847465,1582.69
2659,Livro 2659,5464340858820,2532.8
2660,Livro 2660,9867265472076,3661.47
2661,Livro 2661,4016447687538,62.29
2662,Livro 2662,3231488486107,1151.19
2663,Livro 2663,3908956593065,4969.43
2664,Livro 2664,4692829648182,536.02
2665,Livro 2665,2434565982970,3243.66
2666,Livro 2666,4489221557137,2879.88
2667,Livro 2667,7180444899618,2733.87
2668,Livro 2668,6899178843549,1883.13
2669,Livro 2669,6587820113761,4281.45
2670,Livro 2670,9110418394773,2998.53
2671,Livro 2671,1163773996358,2449.42
2672,Livro 2672,1963787985643,4472.9
2673,Livro 2673,1544943976725,353.41
2674,Livro 2674,3713769255100,4356.22
2675,Livro 2675,7044892099667,2429.37
2676,Livro 2676,1319318407552,2233.43
2677,Livro 2677,0450466894505,4370.02
2678,Livro 2678,0923910397010,925.56
2679,Livro 2679,3385611090706,282.44
2680,Livro 2680,4637133721516,4764.44
2681,Livro 2681,8860436392853,3063.69
2682,Livro 2682,5256555632184,3425.28
2683,Livro 2683,4973235072677,3946.19
2684,Livro 2684,8400161871381,1901.18
2685,Livro 2685,9571195431989,4779.22
2686,Livro 2686,1443901678868,649.67
2687,Livro 2687,6401438457610,3606.5
2688,Livro 2688,6582521231551,3075.24
2689,Livro 2689,0378685365212,3286.68
2690,Livro 2690,7509930543182,3862.75
2691,Livro 2691,5497038220116,2134.11
2692,Livro 2692,7588742457101,4109.83
2693,Livro 2693,2235906843774,1961.12
2694,Livro 2694,3833447983330,3185.41
2695,Livro 2695,4976949467344,3478.3
2696,Livro 2696,2702162035167,827.23
2697,Livro 2697,2664606615427,3678.06
2698,Livro 2698,2468053709730,1130.94
2699,Livro 2699,6717911901806,3075.1
2700,Livro 2700,4633611057672,4891.45
2701,Livro 2701,0887466159181,4823.02
2702,Livro 2702,0802407983308,660.46
2703,Livro 2703,7825839637033,3222.27
2704,Livro 2704,4129235760738,694.43
2705,Livro 2705,7609061066859,3141.24
2706,Livro 2706,7678885956823,953.2
2707,Livro 2707,7684415661868,3204.87
2708,Livro 2708,8910341539396,4957.81
2709,Livro 2709,2374483201941,241.7
2710,Livro 2710,2202694252631,1127.82
2711,Livro 2711,8570210889954,537.47
2712,Livro 2712,0258712430977,92.47
2713,Livro 2713,5497035402034,4771.25
2714,Livro 2714,9395443792895,1684.1
2715,Livro 2715,5501324498347,132.98
2716,Livro 2716,7101514384942,3765.8
2717,Livro 2717,3465359292215,3917.73
2718,Livro 2718,5319549852833,3846.14
2719,Livro 2719,3453099409107,2077.07
2720,Livro 2720,8196599904189,2917.6
2721,Livro 2721,9096023379205,2065.28
2722,Livro 2722,2893513085846,784.16
2723,Livro 2723,1865711443521,4112.24
2724,Livro 2724,9660417256960,4455.15
2725,Livro 2725,7765074922011,2152.76
2726,Livro 2726,9593015530390,2198.22
2727,Livro 2727,5180813582315,72.1
2728,Livro 2728,1340251628862,3870.9
2729,Livro 2729,0492204150829,2692.65
2730,Livro 2730,8978379843733,3815.81
2731,Livro 2731,0756831419233,3427.63
2732,Livro 2732,6088222013134,2737.15
2733,Livro 2733,5960534368756,3884.38
2734,Livro 2734,9076265440043,2583.17
2735,Livro 2735,9095095596524,2565.26
2736,Livro 2736,8835350249415,543.11
2737,Livro 2737,9440493750488,355.2
2738,Livro 2738,6949632011023,4790.79
2739,Livro 2739,7714758079166,321.38
2740,Livro 2740,4338606648794,774.3
2741,Livro 2741,5219714326039,1138.74
2742,Livro 2742,7069026785976,2409.19
2743,Livro 2743,2106283944549,4227.31
2744,Livro 2744,2669586193399,3865.08
2745,Livro 2745,1766073605799,4522.19
2746,Livro 2746,3222282739221,1997.22
2747,Livro 2747,4256325025531,2224.64
2748,Livro 2748,3440318436453,1483.9
2749,Livro 2749,7886523421976,988.79
2750,Livro 2750,0477389683753,4674.16
2751,Livro 2751,0457328113500,1087.84
2752,Livro 2752,5076088705237,2980.77
2753,Livro 2753,1234693201229,4881.04
2754,Livro 2754,0583333849677,3832.51
2755,Livro 2755,5382047620382,4796.83
2756,Livro 2756,0169102335538,56.86
2757,Livro 2757,5397681903627,4240.65
2758,Livro 2758,2876297634283,2038.82
2759,Livro 2759,6939126778177,1310.66
2760,Livro 2760,3035371282786,3961.43
2761,Livro 2761,5238233335936,3487.0
2762,Livro 2762,2484667521151,2009.35
2763,Livro 2763,6842457432368,3492.47
2764,Livro 2764,9382288094550,649.46
2765,Livro 2765,5164109074772,2953.22
2766,Livro 2766,6767720830545,75.67
2767,Livro 2767,8675557638676,3836.55
2768,Livro 2768,3226321461531,2085.78
2769,Livro 2769,2524767060955,1804.08
2770,Livro 2770,3066158795129,4959.25
2771,Livro 2771,5584431357873,1362.97
2772,Livro 2772,8034184297460,3033.31
2773,Livro 2773,0690712602828,396.97
2774,Livro 2774,5926540749486,4524.07
2775,Livro 2775,7690323444023,914.94
2776,Livro 2776,5438422878554,4677.85
2777,Livro 2777,7549156307753,4437.18
2778,Livro 2778,7318166021750,4657.99
2779,Livro 2779,4540806328019,3276.07
2780,Livro 2780,5853653110934,1113.28
2781,Livro 2781,5205997986502,2248.36
2782,Livro 2782,6201770491676,830.09
2783,Livro 2783,5758716860281,4260.58
2784,Livro 2784,8571395534205,2330.44
2785,Livro 2785,1536857907482,1904.71
2786,Livro 2786,4046617623641,3637.54
2787,Livro 2787,0440824019357,1892.48
2788,Livro 2788,2790249274860,1946.0
2789,Livro 2789,1477006144619,1781.89
2790,Livro 2790,3823442367976,565.52
2791,Livro 2791,7068796459850,1260.32
2792,Livro 2792,1814794027189,1301.27
2793,Livro 2793,2051714932343,180.83
2794,Livro 2794,0248232210093,4996.1
2795,Livro 2795,1526633391056,1494.74
2796,Livro 2796,3124885325304,3736.15
2797,Livro 2797,2924582709570,3018.03
2798,Livro 2798,0892664338512,1630.5
2799,Livro 2799,4691633582714,3474.93
2800,Livro 2800,4724305384472,2289.77
2801,Livro 2801,5547506527838,4829.3
2802,Livro 2802,4349019371220,4174.24
2803,Livro 2803,4865148529717,1289.03
2804,Livro 2804,3140810558647,4945.59
2805,Livro 2805,7801420086630,459.52
2806,Livro 2806,9146485894275,2587.98
2807,Livro 2807,7310974111739,3960.12
2808,Livro 2808,7526154671066,1261.52
2809,Livro 2809,8822491325709,1300.45
2810,Livro 2810,8077885630324,2273.55
2811,Livro 2811,7826426274919,1385.79
2812,Livro 2812,1836320097127,4219.16
2813,Livro 2813,9470547434592,4069.05
2814,Livro 2814,6179380718786,3430.51
2815,Livro 2815,9125930910440,4208.97
2816,Livro 2816,5421052168811,2835.35
2817,Livro 2817,9299804183107,4720.26
2818,Livro 2818,4852822998401,471.88
2819,Livro 2819,2932213437281,3882.39
2820,Livro 2820,7314579230546,2364.02
2821,Livro 2821,3466088370823,2808.86
2822,Livro 2822,8075657530430,4012.86
2823,Livro 2823,1600835498374,287.71
2824,Livro 2824,0406011082482,1200.99
2825,Livro 2825,3468150093664,1588.97
2826,Livro 2826,1996271821303,2707.91
2827,Livro 2827,8006262157351,1915.84
2828,Livro 2828,0351121104784,662.73
2829,Livro 2829,2733257579230,4742.62
2830,Livro 2830,8672797200579,3550.62
2831,Livro 2831,6375346521467,2925.2
2832,Livro 2832,7717764288935,269.06
2833,Livro 2833,9359972452235,4026.38
2834,Livro 2834,0783066592288,1683.29
2835,Livro 2835,5107152584918,1247.18
2836,Livro 2836,2151024187774,2270.64
2837,Livro 2837,9022324565345,4482.08
2838,Livro 2838,2794908762963,1224.55
2839,Livro 2839,3341799512904,4161.15
2840,Livro 2840,5698294547823,1906.91
2841,Livro 2841,0362487093756,4934.26
2842,Livro 2842,9153204752529,1690.62
2843,Livro 2843,2443382776925,4222.56
2844,Livro 2844,3054487497603,3871.43
2845,Livro 2845,9875426881280,1592.96
2846,Livro 2846,9575617542487,128.31
2847,Livro 2847,0363272780019,4085.64
2848,Livro 2848,9230366549128,4870.65
2849,Livro 2849,1338795674332,586.42
2850,Livro 2850,2609090472340,3862.37
2851,Livro 2851,3492543930760,1861.63
2852,Livro 2852,9066505834583,4624.75
2853,Livro 2853,0325157197218,3230.62
2854,Livro 2854,5412185636737,2291.41
2855,Livro 2855,9306520971465,44.99
2856,Livro 2856,0887103809653,1658.56
2857,Livro 2857,5284037227501,2916.75
2858,Livro 2858,9602763831276,631.22
2859,Livro 2859,1953213624800,1185.14
2860,Livro 2860,6688892897685,4212.3
2861,Livro 2861,3606720192432,252.64
2862,Livro 2862,0112849559113,2762.73
2863,Livro 2863,3371939534975,2265.0
2864,Livro 2864,2213773510159,2606.17
2865,Livro 2865,1762512222946,2764.17
2866,Livro 2866,5944619119802,1536.65
2867,Livro 2867,1961888095694,4501.37
2868,Livro 2868,8578155928694,3227.44
2869,Livro 2869,8169461327707,1662.67
2870,Livro 2870,9538130740587,4700.89
2871,Livro 2871,5135007394289,3979.56
2872,Livro 2872,4496909682354,4873.02
2873,Livro 2873,3886444313325,4282.1
2874,Livro 2874,5647905210740,3934.36
2875,Livro 2875,5040897609664,290.61
2876,Livro 2876,0083192545519,2110.88
2877,Livro 2877,7001615974606,1592.9
2878,Livro 2878,6320540817512,1214.23
2879,Livro 2879,0798923907287,779.2
2880,Livro 2880,2946150697974,3558.93
2881,Livro 2881,0739372619834,176.63
2882,Livro 2882,4264579271268,108.52
2883,Livro 2883,0919592285130,3968.83
2884,Livro 2884,4578497256121,4522.59
2885,Livro 2885,3649547726676,1398.33
2886,Livro 2886,6084930788743,4711.52
2887,Livro 2887,7495255084196,532.35
2888,Livro 2888,8872600198270,1447.28
2889,Livro 2889,0036280935109,1513.1
2890,Livro 2890,0393829566625,4809.21
2891,Livro 2891,2684116275612,3702.65
2892,Livro 2892,3160575218320,3496.77
2893,Livro 2893,8305396278040,1895.75
2894,Livro 2894,4865135625798,2419.62
2895,Livro 2895,1813784258419,4919.98
2896,Livro 2896,1144095969006,1796.37
2897,Livro 2897,0602868940425,646.98
2898,Livro 2898,0936104254395,3902.19
2899,Livro 2899,3393444940793,572.17
2900,Livro 2900,4498220956915,140.22
2901,Livro 2901,0380332268779,176.84
2902,Livro 2902,4838776978524,287.49
2903,Livro 2903,2693239369922,4323.31
2904,Livro 2904,4147779724103,4231.94
2905,Livro 2905,3706847204888,4354.43
2906,Livro 2906,2855163188168,798.81
2907,Livro 2907,2854458859736,1564.08
2908,Livro 2908,2474475406500,4776.32
2909,Livro 2909,7473537281576,1605.0
2910,Livro 2910,5471689493680,3869.38
2911,Livro 2911,2961280330387,3413.76
2912,Livro 2912,7868063229942,4172.61
2913,Livro 2913,0476107574185,1518.97
2914,Livro 2914,6222217687034,2171.96
2915,Livro 2915,6181541217517,2245.57
2916,Livro 2916,6875575193856,1114.29
2917,Livro 2917,4010050718522,4428.45
2918,Livro 2918,1776171532762,1885.33
2919,Livro 2919,6478708475581,4748.5
2920,Livro 2920,6404062563158,866.88
2921,Livro 2921,1144556044214,652.64
2922,Livro 2922,8067532729917,777.58
2923,Livro 2923,8953019530807,3922.78
2924,Livro 2924,4577393055526,184.76
2925,Livro 2925,9666284810575,4340.2
2926,Livro 2926,6671457862454,3020.05
2927,Livro 2927,7915040789262,4425.12
2928,Livro 2928,1425317057096,3453.62
2929,Livro 2929,9994889345995,3408.04
2930,Livro 2930,2024104184715,490.04
2931,Livro 2931,1756151199659,3027.53
2932,Livro 2932,6164742497866,907.42
2933,Livro 2933,5906980403428,3804.53
2934,Livro 2934,1948547127417,1367.12
2935,Livro 2935,9717783933344,1902.43
2936,Livro 2936,9350925882015,3088.93
2937,Livro 2937,1638301805762,3628.41
2938,Livro 2938,8947669934013,1812.62
2939,Livro 2939,5202832448050,2029.15
2940,Livro 2940,5313898055598,2931.49
2941,Livro 2941,2904342615284,1786.41
2942,Livro 2942,2345630663754,1399.56
2943,Livro 2943,6024745620168,4524.15
2944,Livro 2944,9218343643966,661.67
2945,Livro 2945,3748599315190,4480.22
2946,Livro 2946,9086061349711,455.45
2947,Livro 2947,1976957042142,1418.42
2948,Livro 2948,9468196140057,1896.07
2949,Livro 2949,8178065838194,1752.6
2950,Livro 2950,2824615058345,4403.36
2951,Livro 2951,6960578164526,1675.01
2952,Livro 2952,2104260080025,1272.54
2953,Livro 2953,4725481390640,3109.24
2954,Livro 2954,0649540875411,3774.16
2955,Livro 2955,7185406746302,4748.89
2956,Livro 2956,1802015106448,1128.63
2957,Livro 2957,6759822003567,3814.66
2958,Livro 2958,2809851268160,3527.13
2959,Livro 2959,3025132297137,2671.54
2960,Livro 2960,2138280233742,1709.92
2961,Livro 2961,3851305743126,4759.78
2962,Livro 2962,7963440324813,1879.75
2963,Livro 2963,8923525833367,4423.84
2964,Livro 2964,2612412381628,735.43
2965,Livro 2965,5186865114210,629.11
2966,Livro 2966,2456932869934,790.07
2967,Livro 2967,1002491652076,1084.09
2968,Livro 2968,4026945693358,1556.64
2969,Livro 2969,1992027926887,720.88
2970,Livro 2970,9198532404186,3206.2
2971,Livro 2971,8029675779466,1980.89
2972,Livro 2972,1393932046285,756.45
2973,Livro 2973,0060084286274,2270.14
2974,Livro 2974,2112594621598,2582.67
2975,Livro 2975,4826573659577,690.15
2976,Livro 2976,9284184036461,4789.81
2977,Livro 2977,4841076684167,3011.17
2978,Livro 2978,9826419373838,31.63
2979,Livro 2979,5833923350964,2317.59
2980,Livro 2980,5069090523848,4626.1
2981,Livro 2981,6128682102628,3932.78
2982,Livro 2982,3947173564041,2367.2
2983,Livro 2983,7690114747847,3844.75
2984,Livro 2984,6336020744406,4406.54
2985,Livro 2985,5117889924820,966.66
2986,Livro 2986,4610728493497,4156.0
2987,Livro 2987,4725640692407,4128.54
2988,Livro 2988,3343653730875,2085.36
2989,Livro 2989,8778891325413,2932.45
2990,Livro 2990,3484944208935,4525.62
2991,Livro 2991,6415471489272,2937.63
2992,Livro 2992,9286111849882,4471.82
2993,Livro 2993,4820061830191,942.17
2994,Livro 2994,4862770093452,632.85
2995,Livro 2995,1903712582247,214.66
2996,Livro 2996,6547783266628,2645.91
2997,Livro 2997,3891231257889,518.04
2998,Livro 2998,0066723077340,618.56
2999,Livro 2999,0888224512704,4254.82
3000,Livro 3000,5373589588252,2346.95
3001,Livro 3001,5851524626207,2139.9
3002,Livro 3002,2698473584230,2526.89
3003,Livro 3003,4039621110593,352.59
3004,Livro 3004,7080136486952,3273.43
3005,Livro 3005,3290808584347,4481.49
3006,Livro 3006,2458599865658,2634.51
3007,Livro 3007,2324620837384,3698.16
3008,Livro 3008,2081575596647,291.75
3009,Livro 3009,4634331164688,1661.94
3010,Livro 3010,7373765121496,1709.13
3011,Livro 3011,7156152723843,1286.4
3012,Livro 3012,1096435702166,3586.84
3013,Livro 3013,7924115213604,2694.36
3014,Livro 3014,7463887821817,3056.21
3015,Livro 3015,0686020787657,437.25
3016,Livro 3016,3910464754944,188.36
3017,Livro 3017,0502797439583,1608.22
3018,Livro 3018,5820398997451,2226.15
3019,Livro 3019,1543421156827,1751.68
3020,Livro 3020,4255534159352,372.81
3021,Livro 3021,4343551862589,3106.48
3022,Livro 3022,5690578962571,1107.38
3023,Livro 3023,2465712843282,1259.04
3024,Livro 3024,9323171621576,3483.65
3025,Livro 3025,3208171934997,243.86
3026,Livro 3026,4707136241900,1157.58
3027,Livro 3027,0729873543882,271.29
3028,Livro 3028,3092996463894,4652.42
3029,Livro 3029,2518207776346,500.1
3030,Livro 3030,4394381104092,689.03
3031,Livro 3031,9063790327571,3916.08
3032,Livro 3032,2645575035317,2726.81
3033,Livro 3033,1746210196652,2214.34
3034,Livro 3034,9985601895877,4286.36
3035,Livro 3035,0131330042277,1901.58
3036,Livro 3036,9204062301524,3154.37
3037,Livro 3037,8712590116777,2044.53
3038,Livro 3038,6172321038164,3750.13
3039,Livro 3039,1092902462703,820.31
3040,Livro 3040,6993073167175,2419.15
3041,Livro 3041,2511028965109,2381.94
3042,Livro 3042,4026801679444,3934.0
3043,Livro 3043,0468704853325,3713.92
3044,Livro 3044,1026653799261,1390.19
3045,Livro 3045,7211559257204,1937.71
3046,Livro 3046,5839107528497,3915.31
3047,Livro 3047,4326568845738,3308.87
3048,Livro 3048,3709238259230,1036.51
3049,Livro 3049,2580838146338,2795.66
3050,Livro 3050,4480374053967,362.41
3051,Livro 3051,0629690068793,178.36
3052,Livro 3052,6562682526525,479.44
3053,Livro 3053,6652164089338,2346.97
3054,Livro 3054,4791334126675,2652.96
3055,Livro 3055,7961620875191,2070.4
3056,Livro 3056,2380761726611,3474.28
3057,Livro 3057,9475585363901,2982.09
3058,Livro 3058,4397831047512,2342.12
3059,Livro 3059,0032975963474,3416.13
3060,Livro 3060,8597632968805,2667.87
3061,Livro 3061,0464420928006,1330.14
3062,Livro 3062,0866785403001,271.07
3063,Livro 3063,0113561291537,3769.05
3064,Livro 3064,8835434989635,1859.86
3065,Livro 3065,3909474095307,1254.98
3066,Livro 3066,7911474271827,1207.48
3067,Livro 3067,0111522835842,3043.12
3068,Livro 3068,4984567419583,4836.63
3069,Livro 3069,1491812103784,3794.61
3070,Livro 3070,1918707328854,3308.93
3071,Livro 3071,0415871368398,3542.19
3072,Livro 3072,7007006142683,3308.89
3073,Livro 3073,9193086575928,2615.77
3074,Livro 3074,9334171510296,3330.91
3075,Livro 3075,4035250641183,1333.5
3076,Livro 3076,5225997996193,2244.88
3077,Livro 3077,4908979741088,557.49
3078,Livro 3078,1331038541229,348.18
3079,Livro 3079,7538647516665,4884.76
3080,Livro 3080,4953436241183,3764.35
3081,Livro 3081,0329385699573,908.55
3082,Livro 3082,1296853465124,622.86
3083,Livro 3083,2453772458788,4845.32
3084,Livro 3084,2293921550512,2619.46
3085,Livro 3085,4278911367234,2635.61
3086,Livro 3086,1347638988179,3071.52
3087,Livro 3087,3761188105972,3747.13
3088,Livro 3088,9917919207705,4891.44
3089,Livro 3089,5664434066005,1623.02
3090,Livro 3090,0386033387014,1219.68
3091,Livro 3091,9173359293370,1765.27
3092,Livro 3092,5167248929960,1135.66
3093,Livro 3093,3728761080061,3232.34
3094,Livro 3094,0525108081254,2014.42
3095,Livro 3095,0020763457251,904.12
3096,Livro 3096,0828678039567,912.1
3097,Livro 3097,7195711875795,3146.57
3098,Livro 3098,4935440177261,4663.27
3099,Livro 3099,2328245354511,4082.79
3100,Livro 3100,7248721588001,1582.3
3101,Livro 3101,3944669103232,379.69
3102,Livro 3102,6901312191573,2645.57
3103,Livro 3103,3052582921852,987.87
3104,Livro 3104,3138825376394,987.04
3105,Livro 3105,7287493149472,4394.84
3106,Livro 3106,2283416300835,4268.05
3107,Livro 3107,9802632137986,2208.47
3108,Livro 3108,0095592135653,4689.21
3109,Livro 3109,7208089678267,3744.48
3110,Livro 3110,6700017322074,1749.63
3111,Livro 3111,6659990588902,730.64
3112,Livro 3112,4897244307762,4927.76
3113,Livro 3113,8910395270964,238.9
3114,Livro 3114,8481824984333,4251.35
3115,Livro 3115,6453136305600,484.54
3116,Livro 3116,9804494459535,2114.66
3117,Livro 3117,9625939311074,3439.11
3118,Livro 3118,9790219226712,4220.61
3119,Livro 3119,3228854223931,923.82
3120,Livro 3120,7169974255895,2303.84
3121,Livro 3121,3238197690878,3731.93
3122,Livro 3122,5999779641961,2899.89
3123,Livro 3123,9461650096764,2229.78
3124,Livro 3124,7941005329007,3400.4
3125,Livro 3125,5824415087966,1086.5
3126,Livro 3126,0814888496542,2852.23
3127,Livro 3127,4021286014871,3182.84
3128,Livro 3128,9970468438318,1195.62
3129,Livro 3129,3691250158819,2166.74
3130,Livro 3130,1015768234357,1450.84
3131,Livro 3131,0257490794558,630.24
3132,Livro 3132,0036095693017,1897.21
3133,Livro 3133,6063601050076,679.89
3134,Livro 3134,0788014036684,55.99
3135,Livro 3135,8019096582247,2837.04
3136,Livro 3136,6148197178834,2886.74
3137,Livro 3137,0285545898417,4237.4
3138,Livro 3138,6755555058956,291.34
3139,Livro 3139,9702425660183,241.29
3140,Livro 3140,6433450084720,1379.49
3141,Livro 3141,9869801785964,3694.87
3142,Livro 3142,5634933027825,2559.89
3143,Livro 3143,3826466418958,2883.77
3144,Livro 3144,4881184313725,3331.72
3145,Livro 3145,3684270474515,1881.98
3146,Livro 3146,5186145400551,4793.07
3147,Livro 3147,8767835145722,1244.67
3148,Livro 3148,3350200615703,3678.17
3149,Livro 3149,3215760594300,351.83
3150,Livro 3150,9891300934532,2625.76
3151,Livro 3151,6439121020651,1982.8
3152,Livro 3152,8706054388427,3639.66
3153,Livro 3153,4402153173689,1567.5
3154,Livro 3154,9276740263564,2050.8
3155,Livro 3155,7722422813598,2892.36
3156,Livro 3156,7993959874542,652.44
3157,Livro 3157,2797074383174,4842.96
3158,Livro 3158,6589434823345,2917.62
3159,Livro 3159,7699024246154,2980.96
3160,Livro 3160,7170152264642,4302.09
3161,Livro 3161,7848051837259,3025.78
3162,Livro 3162,8146259938338,2796.09
3163,Livro 3163,9744318771136,3544.02
3164,Livro 3164,0400569392285,3497.7
3165,Livro 3165,1091964426411,4729.8
3166,Livro 3166,7593921739276,3187.1
3167,Livro 3167,2367305492096,4240.11
3168,Livro 3168,8347419002791,4813.08
3169,Livro 3169,9762019630165,3286.23
3170,Livro 3170,3190306816672,3224.99
3171,Livro 3171,5572294011304,3991.71
3172,Livro 3172,4461707627823,1844.34
3173,Livro 3173,2039817103985,2943.94
3174,Livro 3174,9168983331928,2910.99
3175,Livro 3175,6463810712690,194.9
3176,Livro 3176,5216168225668,1889.14
3177,Livro 3177,2915477495999,2349.02
3178,Livro 3178,4432905085235,4757.61
3179,Livro 3179,4333080103372,2549.4
3180,Livro 3180,9005833242541,29.11
3181,Livro 3181,0199728671212,3633.06
3182,Livro 3182,3542475014847,3760.02
3183,Livro 3183,9823395163232,3160.44
3184,Livro 3184,9296229159716,2060.92
3185,Livro 3185,5020409595596,4900.31
3186,Livro 3186,4710390400323,3190.82
3187,Livro 3187,2380777321428,1726.21
3188,Livro 3188,8674090865290,4153.93
3189,Livro 3189,5024231662831,2433.26
3190,Livro 3190,5491897518919,4509.77
3191,Livro 3191,5251868763310,2705.72
3192,Livro 3192,1068066069373,1758.1
3193,Livro 3193,1549580751928,2074.62
3194,Livro 3194,1190921019046,3947.53
3195,Livro 3195,7640736757807,3763.48
3196,Livro 3196,2283935241397,4546.94
3197,Livro 3197,7444472586910,612.34
3198,Livro 3198,9693173884460,388.88
3199,Livro 3199,2053626891786,1315.32
3200,Livro 3200,1111890520820,4388.24
3201,Livro 3201,4928900461536,4063.23
3202,Livro 3202,8484459876345,3620.69
3203,Livro 3203,6304326320335,4412.61
3204,Livro 3204,5724844003790,1348.72
3205,Livro 3205,6931171843018,895.15
3206,Livro 3206,9401893713454,2333.39
3207,Livro 3207,8812119448908,1401.2
3208,Livro 3208,5397226138717,3150.99
3209,Livro 3209,4094531669377,3970.58
3210,Livro 3210,0282511343560,4352.48
3211,Livro 3211,9222412187829,599.8
3212,Livro 3212,8064820512718,727.46
3213,Livro 3213,0967785586047,364.08
3214,Livro 3214,7586517162700,1987.82
3215,Livro 3215,2731177250137,1975.91
3216,Livro 3216,5053523910716,4097.75
3217,Livro 3217,1948846137517,2917.33
3218,Livro 3218,1236315705092,4324.87
3219,Livro 3219,8067782312913,2926.8
3220,Livro 3220,2461040345283,3137.6
3221,Livro 3221,3704147953573,1293.4
3222,Livro 3222,5257871536794,821.94
3223,Livro 3223,9110487061061,4387.51
3224,Livro 3224,5654152626206,3931.62
3225,Livro 3225,3776921048530,2671.92
3226,Livro 3226,0005274520552,872.85
3227,Livro 3227,6967350689957,575.33
