id,titulo,isbn,preco
1510,Livro 1510,020783317084084,241.32
1511,Livro 1511,8043100849316,251.79
1512,Livro 1512,9653177005677,213.83
1513,Livro 1513,3376895900524,89.86
1514,Livro 1514,679607873297438,227.14
1515,Livro 1515,5511369113843,36.38
1516,Livro 1516,4585369145648,36.98
1517,Livro 1517,66265944969,49.01
1518,Livro 1518,8613001910776,247.54
1519,Livro 1519,3249827550,231.57
1520,Livro 1520,304955823605,274.96
1521,Livro 1521,8870065415875,245.19
1522,Livro 1522,6799442057371,176.9
1523,Livro 1523,7033538805456,239.21
1524,Livro 1524,9252887189805,296.16
1525,Livro 1525,7116212301455,144.37
1526,Livro 1526,6222601585909,212.28
1527,Livro 1527,3609940209774,230.99
1528,Livro 1528,3690482982861,208.77
1529,Livro 1529,9940972322952,298.72
1530,Livro 1530,6492978573329,215.7
1531,Livro 1531,9562972557188,148.1
1532,Livro 1532,6089888758110,54.4
1533,Livro 1533,5105836068658,237.42
1534,Livro 1534,6904861823525,282.21
1535,Livro 1535,2151858246549,44.8
1536,Livro 1536,031756155713320,208.5
1537,Livro 1537,2433343193771,219.58
1538,Livro 1538,7746944443299,27.11
1539,Livro 1539,25738742112,298.49
1540,Livro 1540,889208365974,99.59
1541,Livro 1541,2870819115704,268.77
1542,Livro 1542,2634090071388,235.79
1543,Livro 1543,,256.79
1544,Livro 1544,9214509837576,154.03
1545,Livro 1545,153794130317783,127.46
1546,Livro 1546,6946639555734,238.08
1547,Livro 1547,2836145268262,249.94
1548,Livro 1548,hdQRDyEjOSSKm,62.58
1549,Livro 1549,8254632106,179.43
1550,Livro 1550,9426697018920,249.93
1551,Livro 1551,,167.95
1552,Livro 1552,UkXgCmeiACBzL,180.15
1553,Livro 1553,1731464667830,86.73
1554,Livro 1554,334534698825342,14.96
1555,Livro 1555,7130710966431,10.7
1556,Livro 1556,9567498026431,45.47
1557,Livro 1557,2124192990727,39.45
1558,Livro 1558,9400578217285,195.12
1559,Livro 1559,9852876825402,250.82
1560,Livro 1560,829490844637,169.2
1561,Livro 1561,2738154468136,12.75
1562,Livro 1562,535536251162,30.67
1563,Livro 1563,9349046798304,235.42
1564,Livro 1564,2836363784857,98.31
1565,Livro 1565,7783858934669,163.88
1566,Livro 1566,1269363063132,141.22
1567,Livro 1567,4495231189627,260.94
1568,Livro 1568,,219.29
1569,Livro 1569,8132040163479,166.56
1570,Livro 1570,3528890066041,67.54
1571,Livro 1571,5845961390509,121.24
1572,Livro 1572,6926067462981,158.27
1573,Livro 1573,0655771342036,226.37
1574,Livro 1574,5330331029903,190.12
1575,Livro 1575,4742459302343,22.74
1576,Livro 1576,4484662896090,22.61
1577,Livro 1577,8419567806918,65.2
1578,Livro 1578,,278.72
1579,Livro 1579,1227919614474,223.67
1580,Livro 1580,5573474546547,106.94
1581,Livro 1581,1190596368494,79.93
1582,Livro 1582,949363749838321,120.77
1583,Livro 1583,DdOTgfyDJkMMn,55.5
1584,Livro 1584,0764521779607,29.62
1585,Livro 1585,8775094274709,289.53
1586,Livro 1586,4877976264620,251.41
1587,Livro 1587,81456818609,66.21
1588,Livro 1588,oyUmskGKJJzLG,77.4
1589,Livro 1589,5419140247366,197.62
1590,Livro 1590,7216334693482,86.42
1591,Livro 1591,5875511583245,54.56
1592,Livro 1592,6311489761943,251.12
1593,Livro 1593,1838569383492,140.62
1594,Livro 1594,5168905511936,125.64
1595,Livro 1595,115099489251,292.11
1596,Livro 1596,,13.73
1597,Livro 1597,86786908427,129.26
1598,Livro 1598,,113.14
1599,Livro 1599,176612958817171,298.45
1600,Livro 1600,27462226811,185.77
1601,Livro 1601,,61.05
1602,Livro 1602,1733165269788,62.21
1603,Livro 1603,642919200219,230.65
1604,Livro 1604,5482017473874,231.58
1605,Livro 1605,7330705317058,278.87
1606,Livro 1606,948638184223603,171.48
1607,Livro 1607,2465491997818,177.47
1608,Livro 1608,6213768351342,91.77
1609,Livro 1609,7164158623029,235.77
1610,Livro 1610,4204891401667,292.93
1611,Livro 1611,7644882757708,138.67
1612,Livro 1612,4547449380205,59.64
1613,Livro 1613,,58.93
1614,Livro 1614,1015872496181,281.44
1615,Livro 1615,2974029320459,255.57
1616,Livro 1616,,68.83
1617,Livro 1617,3299793691177,287.47
1618,Livro 1618,5619228978536,162.23
1619,Livro 1619,27533946976,12.99
1620,Livro 1620,8509315807224,10.96
1621,Livro 1621,0967648190075,103.87
1622,Livro 1622,4704752036876,187.46
1623,Livro 1623,jCVtdPRTwNWCh,176.87
1624,Livro 1624,0557111894862,29.55
1625,Livro 1625,3377898794520,111.11
1626,Livro 1626,7455443156528,36.25
1627,Livro 1627,5377282162428,256.66
1628,Livro 1628,6908887902640,114.65
1629,Livro 1629,7350252155945,144.79
1630,Livro 1630,7962387269474,114.47
1631,Livro 1631,8759015440925,128.9
1632,Livro 1632,1521324304463,167.31
1633,Livro 1633,1609118803155,155.47
1634,Livro 1634,2082510706520,203.22
1635,Livro 1635,,242.97
1636,Livro 1636,1600131804000,20.96
1637,Livro 1637,0286654653404,124.85
1638,Livro 1638,,68.84
1639,Livro 1639,068233033505916,276.19
1640,Livro 1640,8051548608582,37.63
1641,Livro 1641,6278302740723,105.82
1642,Livro 1642,8383495328785,142.26
1643,Livro 1643,8599497161467,57.59
1644,Livro 1644,687202547836422,174.26
1645,Livro 1645,,143.66
1646,Livro 1646,7329118499181,167.13
1647,Livro 1647,,94.34
1648,Livro 1648,,43.28
1649,Livro 1649,0559705425714,209.43
1650,Livro 1650,,27.64
1651,Livro 1651,5294790394404,117.58
1652,Livro 1652,7140576768023,237.22
1653,Livro 1653,9863427110367,19.71
1654,Livro 1654,5040450136696,223.25
1655,Livro 1655,9388990059204,255.3
1656,Livro 1656,1413292095469,120.29
1657,Livro 1657,,267.22
1658,Livro 1658,3952064685588,157.63
1659,Livro 1659,4687600694206,46.5
1660,Livro 1660,547858250475752,148.73
1661,Livro 1661,1607192444659,108.21
1662,Livro 1662,6012634958130,210.84
1663,Livro 1663,AuXKcHxuawkaS,107.18
1664,Livro 1664,3477673583361,186.11
1665,Livro 1665,4291637812352,89.0
1666,Livro 1666,5554982049786,292.07
1667,Livro 1667,248980854209,202.57
1668,Livro 1668,2966817416492,237.56
1669,Livro 1669,9273385235403,291.82
1670,Livro 1670,,278.66
1671,Livro 1671,8266367192769,93.17
1672,Livro 1672,7895394606189,294.18
1673,Livro 1673,3512776735136,82.0
1674,Livro 1674,3029024936544,141.89
1675,Livro 1675,6223667147557,195.75
1676,Livro 1676,245361585693,291.55
1677,Livro 1677,81295760890,93.09
1678,Livro 1678,,192.1
1679,Livro 1679,1637619624240,94.24
1680,Livro 1680,1175189319315,250.08
1681,Livro 1681,4259342126688,223.94
1682,Livro 1682,MrjdHGSyaEhas,232.7
1683,Livro 1683,16769017328,248.13
1684,Livro 1684,2807123708290,26.56
1685,Livro 1685,611206931226883,66.35
1686,Livro 1686,3529444778991,280.53
1687,Livro 1687,9107789048281,289.19
1688,Livro 1688,6100405434035,190.08
1689,Livro 1689,760590013365,60.05
1690,Livro 1690,4065531583148,69.69
1691,Livro 1691,4008942073887,22.27
1692,Livro 1692,4365030232487,92.82
1693,Livro 1693,283172004924940,242.34
1694,Livro 1694,8050714735882,154.07
1695,Livro 1695,4371124186468,208.64
1696,Livro 1696,7944260803617,233.52
1697,Livro 1697,2353528480933,279.43
1698,Livro 1698,3046510261368,201.2
1699,Livro 1699,6788096066106,89.23
1700,Livro 1700,9089892926278,169.83
1701,Livro 1701,2105108408,205.65
1702,Livro 1702,6665415606984,37.17
1703,Livro 1703,,218.61
1704,Livro 1704,5108179643337,101.89
1705,Livro 1705,0558488458,97.77
1706,Livro 1706,9126255346825,89.36
1707,Livro 1707,,109.73
1708,Livro 1708,2554611363260,75.89
1709,Livro 1709,6185838270542,237.37
1710,Livro 1710,,194.65
1711,Livro 1711,21692672010,92.95
1712,Livro 1712,6076227632692,183.39
1713,Livro 1713,8589342326394,270.88
1714,Livro 1714,1769687220982,289.47
1715,Livro 1715,4661200377361,276.77
1716,Livro 1716,gGVljONyfePph,256.22
1717,Livro 1717,9076966618584,197.83
1718,Livro 1718,0633003227585,274.3
1719,Livro 1719,9452421529115,192.72
1720,Livro 1720,2156998222480,182.59
1721,Livro 1721,4300296338565,71.64
1722,Livro 1722,2547443577680,240.13
1723,Livro 1723,4501009270522,95.27
1724,Livro 1724,0671463717497,254.25
1725,Livro 1725,0188303720450,203.6
1726,Livro 1726,4760446209027,238.32
1727,Livro 1727,7049733657494,102.51
1728,Livro 1728,0362453590872,193.11
1729,Livro 1729,,175.26
1730,Livro 1730,4831540239057,33.42
1731,Livro 1731,4077159681560,211.7
1732,Livro 1732,3870214684693,238.12
1733,Livro 1733,5217673786412,55.06
1734,Livro 1734,1212303427362,197.46
1735,Livro 1735,,35.75
1736,Livro 1736,7160434755019,16.43
1737,Livro 1737,8800227787926,114.52
1738,Livro 1738,ktsAHlHfsHldS,46.74
1739,Livro 1739,738690524803688,273.23
1740,Livro 1740,0403033230784,86.6
1741,Livro 1741,2589955132569,298.67
1742,Livro 1742,tZZSdFhzRZYnK,222.94
1743,Livro 1743,8501385360614,291.45
1744,Livro 1744,9531005704415,26.54
1745,Livro 1745,6763756465144,196.38
1746,Livro 1746,9115139178790,188.78
1747,Livro 1747,0819413871331,106.81
1748,Livro 1748,4316977730380,15.47
1749,Livro 1749,93081492932,90.3
1750,Livro 1750,0240985669451,46.79
1751,Livro 1751,NvTAmYUDHcYsb,56.46
1752,Livro 1752,,185.15
1753,Livro 1753,,142.8
1754,Livro 1754,ZDIWbXyxwoYOv,229.73
1755,Livro 1755,2240265681366,191.28
1756,Livro 1756,1542558581581,111.41
1757,Livro 1757,8021382371553,68.58
1758,Livro 1758,6576780006881,289.43
1759,Livro 1759,5568453975644,213.99
1760,Livro 1760,6186663419001,10.25
1761,Livro 1761,7758828931427,90.37
1762,Livro 1762,7898190408037,132.96
1763,Livro 1763,3960152730818,114.33
1764,Livro 1764,9388343994825,290.51
1765,Livro 1765,,23.16
1766,Livro 1766,8313767125936,238.52
1767,Livro 1767,8781943558674,131.11
1768,Livro 1768,9660578761623,241.03
1769,Livro 1769,8446066129622,289.81
1770,Livro 1770,018282793177213,251.22
1771,Livro 1771,4205321464683,57.23
1772,Livro 1772,4090379883105,120.92
1773,Livro 1773,1101515425174,66.36
1774,Livro 1774,EytTPuoklHQnI,261.05
1775,Livro 1775,AYOJUUuwVSgfk,73.17
1776,Livro 1776,9830908896135,108.61
1777,Livro 1777,932758193244830,133.5
1778,Livro 1778,8167639084689,33.12
1779,Livro 1779,573529817848762,98.8
1780,Livro 1780,203634527122,32.96
1781,Livro 1781,4721056545276,84.72
1782,Livro 1782,0639771590510,17.91
1783,Livro 1783,1237980887060,69.92
1784,Livro 1784,3970733631765,270.24
1785,Livro 1785,6774719954946,224.2
1786,Livro 1786,9316250548409,122.86
1787,Livro 1787,1550083062931,105.43
1788,Livro 1788,,34.31
1789,Livro 1789,8155445679265,257.62
1790,Livro 1790,6605631458610,157.53
1791,Livro 1791,8417618857039,171.94
1792,Livro 1792,7405733812880,292.54
1793,Livro 1793,TdpodRabvEChd,256.9
1794,Livro 1794,4048991363090,225.01
1795,Livro 1795,2535524097692,210.78
1796,Livro 1796,990895848833587,70.31
1797,Livro 1797,2818367200351,47.97
1798,Livro 1798,7850547071327,194.79
1799,Livro 1799,7053672063198,99.42
1800,Livro 1800,7020127138869,64.22
1801,Livro 1801,5010007995918,166.55
1802,Livro 1802,3070770013651,183.06
1803,Livro 1803,0779637871526,225.57
1804,Livro 1804,3607679065149,261.2
1805,Livro 1805,hqXiggLBolLYx,33.24
1806,Livro 1806,7652716365924,244.67
1807,Livro 1807,,283.87
1808,Livro 1808,4145660050855,224.56
1809,Livro 1809,6549750918131,277.51
1810,Livro 1810,8145984805569,174.08
1811,Livro 1811,,177.14
1812,Livro 1812,,227.24
1813,Livro 1813,1429048266371,172.91
1814,Livro 1814,0912811213153,43.37
1815,Livro 1815,7536225791245,202.39
1816,Livro 1816,2485987148461,77.74
1817,Livro 1817,UGAZpBdxbTtJw,61.96
1818,Livro 1818,6331587082711,231.89
1819,Livro 1819,14658872103,214.48
1820,Livro 1820,2240758228252,198.9
1821,Livro 1821,7950659107575,35.28
1822,Livro 1822,4956045973628,115.92
1823,Livro 1823,7988098099192,65.09
1824,Livro 1824,969949158457107,177.35
1825,Livro 1825,6454973385913,53.94
1826,Livro 1826,vSJMhqFnDprEi,189.13
1827,Livro 1827,7067212087926,184.06
1828,Livro 1828,,284.31
1829,Livro 1829,2514287427395,267.11
1830,Livro 1830,1687587337470,113.31
1831,Livro 1831,0062536116403,49.46
1832,Livro 1832,4002936103639,26.09
1833,Livro 1833,52349280839,113.01
1834,Livro 1834,8989662722684,12.17
1835,Livro 1835,6096298782998,143.4
1836,Livro 1836,5533200412186,24.16
1837,Livro 1837,664633973606302,199.48
1838,Livro 1838,ouHHRlwjZqAWB,65.75
1839,Livro 1839,1047961268632,272.63
1840,Livro 1840,3789225252685,75.1
1841,Livro 1841,541680854121974,61.6
1842,Livro 1842,9343878455024,217.99
1843,Livro 1843,3777316651390,41.92
1844,Livro 1844,4138047624579,162.47
1845,Livro 1845,067444834818921,290.8
1846,Livro 1846,7106880149074,108.05
1847,Livro 1847,,170.15
1848,Livro 1848,3845612345512,263.22
1849,Livro 1849,1003199754570,19.75
1850,Livro 1850,2360764925602,295.86
1851,Livro 1851,7504774048590,174.91
1852,Livro 1852,3233874532126,186.76
1853,Livro 1853,6450966823196,52.21
1854,Livro 1854,3264479840044,117.11
1855,Livro 1855,2541555405542,220.38
1856,Livro 1856,8404203305705,226.76
1857,Livro 1857,058496642615900,184.14
1858,Livro 1858,8307405272210,262.12
1859,Livro 1859,4508838987026,259.67
1860,Livro 1860,9307976632327,62.19
1861,Livro 1861,7548613959217,120.12
1862,Livro 1862,2268728757876,213.49
1863,Livro 1863,6269575580775,279.08
1864,Livro 1864,9821993984,37.26
1865,Livro 1865,,81.72
1866,Livro 1866,864107111187937,16.91
1867,Livro 1867,7847801469566,204.59
1868,Livro 1868,,243.54
1869,Livro 1869,1249826964397,209.75
1870,Livro 1870,5984355154632,200.38
1871,Livro 1871,1696921046880,34.63
1872,Livro 1872,4637363508663,118.27
1873,Livro 1873,2600985922765,48.07
1874,Livro 1874,944108013537759,201.73
1875,Livro 1875,0054575144875,109.85
1876,Livro 1876,9299803804840,299.67
1877,Livro 1877,2917758547906,139.27
1878,Livro 1878,7541250926903,96.32
1879,Livro 1879,uMgbiCNDuUIIE,117.51
1880,Livro 1880,,123.93
1881,Livro 1881,,279.97
1882,Livro 1882,0015878624133,144.35
1883,Livro 1883,,294.12
1884,Livro 1884,5818902015013,237.37
1885,Livro 1885,0038555501953,260.81
1886,Livro 1886,mmdafqrlpuzfr,78.23
1887,Livro 1887,AltRepWBWpqWZ,103.42
1888,Livro 1888,1389352547318,146.73
1889,Livro 1889,3069919693473,187.21
1890,Livro 1890,,63.8
1891,Livro 1891,1743742980304,43.53
1892,Livro 1892,1967145257339,137.37
1893,Livro 1893,3506104683616,58.69
1894,Livro 1894,1462837195589,147.69
1895,Livro 1895,8855712675905,67.07
1896,Livro 1896,0753061260337,278.53
1897,Livro 1897,7464084352078,190.15
1898,Livro 1898,7694368195422,22.18
1899,Livro 1899,3908004182296,272.39
1900,Livro 1900,,142.61
1901,Livro 1901,2682828304142,283.51
1902,Livro 1902,7975637864993,224.26
1903,Livro 1903,,208.39
1904,Livro 1904,5244377089912,296.84
1905,Livro 1905,,212.11
1906,Livro 1906,5667060582331,185.16
1907,Livro 1907,4135584903013,246.82
1908,Livro 1908,1489233900131,287.9
1909,Livro 1909,861345650998998,27.19
1910,Livro 1910,3457946084498,134.69
1911,Livro 1911,mCUDxrRAZTpDD,65.55
1912,Livro 1912,2933639371731,242.69
1913,Livro 1913,,249.2
1914,Livro 1914,8062378042787,200.03
1915,Livro 1915,612958043882,72.12
1916,Livro 1916,,28.84
1917,Livro 1917,2448939657469,15.61
1918,Livro 1918,5540912261442,25.11
1919,Livro 1919,hNegWmYOzaqYq,221.56
1920,Livro 1920,9259130966569,91.43
1921,Livro 1921,7803044300786,298.5
1922,Livro 1922,,287.93
1923,Livro 1923,3342159919793,52.18
1924,Livro 1924,969598952720497,119.51
1925,Livro 1925,UBnoqouTDLIyy,183.53
1926,Livro 1926,8242906012625,80.51
1927,Livro 1927,011834021140198,148.04
1928,Livro 1928,7879052006522,134.11
1929,Livro 1929,7650571597687,126.44
1930,Livro 1930,5220642767581,102.1
1931,Livro 1931,5487047237207,80.2
1932,Livro 1932,1293947662473,158.35
1933,Livro 1933,7150628927444,65.43
1934,Livro 1934,2861449669052,286.98
1935,Livro 1935,929251383088,183.51
1936,Livro 1936,2444212025049,226.58
1937,Livro 1937,mVTfFRuuuWYtC,281.44
1938,Livro 1938,6979080448326,32.96
1939,Livro 1939,2719736923266,186.83
1940,Livro 1940,4111537055641,85.78
1941,Livro 1941,8282061923771,181.14
1942,Livro 1942,7778887159074,92.51
1943,Livro 1943,2436454112559,187.41
1944,Livro 1944,,43.24
1945,Livro 1945,1107024089682,250.32
1946,Livro 1946,2478556287351,159.23
1947,Livro 1947,9531591575642,89.89
1948,Livro 1948,0268722620,156.97
1949,Livro 1949,7179377015898,276.73
1950,Livro 1950,1145441836160,64.6
1951,Livro 1951,4329429259449,46.3
1952,Livro 1952,6901747140849,162.38
1953,Livro 1953,BZGUjpdPmfxXP,285.31
1954,Livro 1954,9730225205689,297.37
1955,Livro 1955,0390181791926,234.56
1956,Livro 1956,597950442364492,164.33
1957,Livro 1957,6458303917152,171.24
1958,Livro 1958,0490223430186,198.8
1959,Livro 1959,723023176015,122.74
1960,Livro 1960,0657304125597,65.04
1961,Livro 1961,2909833728485,174.61
1962,Livro 1962,9373674747900,71.42
1963,Livro 1963,,283.89
1964,Livro 1964,8235123557194,174.01
1965,Livro 1965,AJQIbhoUFfRFF,177.01
1966,Livro 1966,6971710379678,276.58
1967,Livro 1967,2741194254035,163.78
1968,Livro 1968,4949143629223,69.82
1969,Livro 1969,8434617721322,96.54
1970,Livro 1970,2104040236288,64.65
1971,Livro 1971,730339061882868,111.23
1972,Livro 1972,2472977139236,11.77
1973,Livro 1973,467710914039707,39.29
1974,Livro 1974,7122135698400,65.76
1975,Livro 1975,5337770309179,224.51
1976,Livro 1976,9038007292974,114.39
1977,Livro 1977,7987165820792,93.85
1978,Livro 1978,0254178826278,224.94
1979,Livro 1979,3975515117684,182.33
1980,Livro 1980,8476108256574,118.72
1981,Livro 1981,4505322079559,73.64
1982,Livro 1982,2479410351868,56.06
1983,Livro 1983,9749608787979,29.1
1984,Livro 1984,1394197458022,250.29
1985,Livro 1985,8774400266015,199.9
1986,Livro 1986,0206110523619,181.04
1987,Livro 1987,78871549159,146.21
1988,Livro 1988,5534096709182,294.43
1989,Livro 1989,4257321853684,16.03
1990,Livro 1990,7667716997037,296.25
1991,Livro 1991,,261.13
1992,Livro 1992,2570428096673,151.46
1993,Livro 1993,7404014553788,122.14
1994,Livro 1994,5807449166841,26.34
1995,Livro 1995,4610728868014,286.36
1996,Livro 1996,7263021679438,74.08
1997,Livro 1997,7364150189385,293.93
1998,Livro 1998,6492281696885,152.8
1999,Livro 1999,,222.98
2000,Livro 2000,9312888532875,97.54
2001,Livro 2001,9876728165325,96.94
2002,Livro 2002,500991646341848,18.67
2003,Livro 2003,0409022610933,103.72
2004,Livro 2004,8423288960884,287.05
2005,Livro 2005,873352725058990,71.98
2006,Livro 2006,8130605591986,79.46
2007,Livro 2007,663023561703447,59.58
2008,Livro 2008,0707796333299,63.48
2009,Livro 2009,,161.55
2010,Livro 2010,4532542317126,246.56
2011,Livro 2011,0765451169644,295.3
2012,Livro 2012,rnILmGcsRwtxT,163.93
2013,Livro 2013,3335921252536,291.69
2014,Livro 2014,9413612678506,234.21
2015,Livro 2015,0265184327673,16.66
2016,Livro 2016,9820352348899,255.88
2017,Livro 2017,1613221895238,177.5
2018,Livro 2018,hmpYExXkxyqCM,252.58
2019,Livro 2019,3508686547298,151.25
2020,Livro 2020,2027777511785,10.61
2021,Livro 2021,3315304206762,222.66
2022,Livro 2022,0940417774481,239.04
2023,Livro 2023,,257.15
2024,Livro 2024,8041850676892,149.53
2025,Livro 2025,6263044246320,103.02
2026,Livro 2026,2172815902839,152.32
2027,Livro 2027,8686567413203,140.04
2028,Livro 2028,4451538235277,21.89
2029,Livro 2029,5482269868324,54.56
2030,Livro 2030,8422218731943,101.11
2031,Livro 2031,6963505042571,120.05
2032,Livro 2032,nmlzqzjMaTtLb,199.73
2033,Livro 2033,1632964617279,190.89
2034,Livro 2034,6112635741029,77.88
2035,Livro 2035,320333114707412,164.27
2036,Livro 2036,3151473032537,59.65
2037,Livro 2037,5573703773779,279.33
2038,Livro 2038,,111.75
2039,Livro 2039,6727668456053,142.8
2040,Livro 2040,9547107719525,135.37
2041,Livro 2041,4739306989700,140.21
2042,Livro 2042,7282897517996,91.08
2043,Livro 2043,9909608482490,98.67
2044,Livro 2044,,212.82
2045,Livro 2045,,261.93
2046,Livro 2046,2727799441076,141.61
2047,Livro 2047,3067149302131,13.02
2048,Livro 2048,5379372121228,133.04
2049,Livro 2049,3124598298093,109.86
2050,Livro 2050,1226062936999,244.73
2051,Livro 2051,9428196380872,149.5
2052,Livro 2052,5286582416922,72.34
2053,Livro 2053,8994788435598,143.58
2054,Livro 2054,2192259744635,118.33
2055,Livro 2055,,248.73
2056,Livro 2056,,21.3
2057,Livro 2057,819755604989960,196.29
2058,Livro 2058,FdNcJnPTsUElx,160.98
2059,Livro 2059,9657045744288,285.48
2060,Livro 2060,9262905077607,299.95
2061,Livro 2061,5707887871574,247.68
2062,Livro 2062,3995621816821,19.29
2063,Livro 2063,0008964857226,20.99
2064,Livro 2064,,126.94
2065,Livro 2065,7051539269910,107.46
2066,Livro 2066,813557713366764,126.68
2067,Livro 2067,5649686503176,267.82
2068,Livro 2068,3763543515050,287.83
2069,Livro 2069,,209.48
2070,Livro 2070,6649403187118,256.21
2071,Livro 2071,056209564033,192.55
2072,Livro 2072,7518000774116,263.89
2073,Livro 2073,0670952484461,187.71
2074,Livro 2074,eIfwDTNVSMtKN,236.11
2075,Livro 2075,8535910133241,182.64
2076,Livro 2076,7883187070025,287.82
2077,Livro 2077,638524611971,170.19
2078,Livro 2078,070188297240,164.34
2079,Livro 2079,3790619412341,123.55
2080,Livro 2080,1838305448239,219.72
2081,Livro 2081,0928640739619,41.46
2082,Livro 2082,5571268805882,214.73
2083,Livro 2083,3827965825791,220.91
2084,Livro 2084,654189790309414,11.48
2085,Livro 2085,9106865463911,218.72
2086,Livro 2086,2592729862401,254.6
2087,Livro 2087,6427576163388,297.45
2088,Livro 2088,,188.59
2089,Livro 2089,6688938831340,143.17
2090,Livro 2090,0091804597031,280.2
2091,Livro 2091,,22.71
2092,Livro 2092,8908550920,47.69
2093,Livro 2093,6833028392271,117.56
2094,Livro 2094,8613145308678,126.24
2095,Livro 2095,0879195569708,257.85
2096,Livro 2096,15586816397,195.75
2097,Livro 2097,VPwxGUBucwEZN,16.03
2098,Livro 2098,4541139521175,178.77
2099,Livro 2099,905232796567025,90.59
2100,Livro 2100,2190878226999,58.93
2101,Livro 2101,2477172594795,235.03
2102,Livro 2102,,205.9
2103,Livro 2103,4531593023122,259.9
2104,Livro 2104,1770666964976,67.53
2105,Livro 2105,5673006478164,227.02
2106,Livro 2106,9088685907249,193.9
2107,Livro 2107,8815820300,173.05
2108,Livro 2108,0934228192674,230.85
2109,Livro 2109,1237061319800,27.66
2110,Livro 2110,,86.22
2111,Livro 2111,,164.48
2112,Livro 2112,7696591420159,127.35
2113,Livro 2113,4251816368265,110.31
2114,Livro 2114,1051825650302,201.56
2115,Livro 2115,3834785023639,66.58
2116,Livro 2116,3034629095282,216.2
2117,Livro 2117,5220632315037,51.87
2118,Livro 2118,7319233054904,236.32
2119,Livro 2119,,74.25
2120,Livro 2120,6811135398,243.32
2121,Livro 2121,8792549430971,298.53
2122,Livro 2122,5547630142874,298.84
2123,Livro 2123,,115.09
2124,Livro 2124,7153914760736,267.48
2125,Livro 2125,5560808646746,132.42
2126,Livro 2126,2721685269740,188.19
2127,Livro 2127,,220.62
2128,Livro 2128,3818628283080,299.19
2129,Livro 2129,5587688899846,284.52
2130,Livro 2130,7278619075437,154.89
2131,Livro 2131,VfjyjdRIlrwqM,249.47
2132,Livro 2132,slKiRQtRibyvz,274.66
2133,Livro 2133,,167.48
2134,Livro 2134,1021589284062,221.6
2135,Livro 2135,0514004511877,68.0
2136,Livro 2136,CVSMkjYDnKYAV,72.48
2137,Livro 2137,VVdFKZsHmUOqj,138.38
2138,Livro 2138,4424685576841,68.76
2139,Livro 2139,4201372773783,84.46
2140,Livro 2140,8066035541548,196.48
2141,Livro 2141,YQhXVIFWSvjZL,232.54
2142,Livro 2142,6950089287276,208.94
2143,Livro 2143,,230.15
2144,Livro 2144,,25.7
2145,Livro 2145,6261328733192,147.62
2146,Livro 2146,4381577658238,238.07
2147,Livro 2147,2360897625527,15.92
2148,Livro 2148,2570821042767,217.81
2149,Livro 2149,341526192219924,65.77
2150,Livro 2150,3835717126350,191.11
2151,Livro 2151,6457615805230,249.56
2152,Livro 2152,IlxOUHdMWkthI,160.28
2153,Livro 2153,gDRKvEuyJmVCv,63.09
2154,Livro 2154,8988453793773,111.09
2155,Livro 2155,9366625940103,257.61
2156,Livro 2156,082087672683,39.19
2157,Livro 2157,4814608541977,53.28
2158,Livro 2158,5879092602833,141.92
2159,Livro 2159,7117757426341,122.03
2160,Livro 2160,,179.8
2161,Livro 2161,9143840626523,268.59
2162,Livro 2162,3494325450591,281.72
2163,Livro 2163,5625454235062,29.78
2164,Livro 2164,,260.07
2165,Livro 2165,,25.12
2166,Livro 2166,4144344364918,99.61
2167,Livro 2167,0680118618730,152.96
2168,Livro 2168,rDmPfCczNjlrA,264.17
2169,Livro 2169,4584339631165,223.78
2170,Livro 2170,9379475621989,176.34
2171,Livro 2171,717995266084,75.04
2172,Livro 2172,2220087059247,237.12
2173,Livro 2173,4686192108899,258.34
2174,Livro 2174,2126788805958,252.16
2175,Livro 2175,4433493017,68.5
2176,Livro 2176,7581123770025,107.61
2177,Livro 2177,559222789147709,299.93
2178,Livro 2178,8472766038601,72.91
2179,Livro 2179,8871897515144,39.47
2180,Livro 2180,yUQKklOXdMhNB,224.47
2181,Livro 2181,4427769074773,179.19
2182,Livro 2182,7145325728289,113.77
2183,Livro 2183,967331182366,40.6
2184,Livro 2184,0158691749659,62.57
2185,Livro 2185,9751958848308,290.06
2186,Livro 2186,,131.41
2187,Livro 2187,2941308252652,288.85
2188,Livro 2188,,272.72
2189,Livro 2189,4109946838864,155.74
2190,Livro 2190,4386353291507,290.78
2191,Livro 2191,2112335584758,73.1
2192,Livro 2192,2425658758798,207.79
2193,Livro 2193,4002274453671,114.15
2194,Livro 2194,6842593871102,17.57
2195,Livro 2195,5661790817834,187.08
2196,Livro 2196,jSApWlbptZFGG,267.11
2197,Livro 2197,2972146019337,66.75
2198,Livro 2198,8608275536437,281.79
2199,Livro 2199,9722390807621,138.87
2200,Livro 2200,646380236131311,92.48
2201,Livro 2201,,37.2
2202,Livro 2202,236782411556601,65.11
2203,Livro 2203,0111333633167,280.56
2204,Livro 2204,2226806414951,56.33
2205,Livro 2205,9797600843564,79.28
2206,Livro 2206,,293.62
2207,Livro 2207,6002464796456,247.64
2208,Livro 2208,6290193319450,56.41
2209,Livro 2209,0456014685926,210.59
2210,Livro 2210,7967924733092,160.65
2211,Livro 2211,3628064003167,216.17
2212,Livro 2212,5127318117294,159.77
2213,Livro 2213,2044281133025,256.18
